ProductID,ProductName,SupplierID,Price,Category
490,Transition Intuitive Networks,368,354121.0,Clothing
491,Architect Frictionless E-Business,87,680748.0,Books
492,Redefine World-Class Paradigms,103,4830337.0,Furniture
493,Deploy Web-Enabled Metrics,168,4535702.0,Sports
494,Re-Contextualize 24/365 Convergence,227,1991617.0,Clothing
495,Disintermediate Turn-Key Eyeballs,102,1442403.0,Clothing
496,Enable Visionary Technologies,79,4880367.0,Food
497,Aggregate Interactive Relationships,332,248483.0,Food
498,Evolve Customized Experiences,175,3570366.0,Books
499,Syndicate B2B Applications,136,4695701.0,Sports
500,Architect Turn-Key Networks,228,1839104.0,Electronics
