OrderID,CustomerID,OrderDate,TotalAmount,OrderYear,OrderMonth,OrderQuarter,OrderWeekday
489,593,2023-11-13,0,2023,11,4,Thứ Hai
490,724,2024-02-18,0,2024,2,1,Chủ Nhật
491,658,2024-12-02,0,2024,12,4,Thứ Hai
492,372,2024-03-01,0,2024,3,1,Thứ Sáu
493,159,2023-03-02,0,2023,3,1,Thứ Năm
494,401,2023-09-26,0,2023,9,3,Thứ Ba
495,605,2024-08-09,0,2024,8,3,Thứ Sáu
496,611,2023-03-11,0,2023,3,1,Thứ Bảy
497,581,2023-02-24,0,2023,2,1,Thứ Sáu
498,332,2023-05-20,0,2023,5,2,Thứ Bảy
499,513,2023-05-31,0,2023,5,2,Thứ Tư
500,730,2023-04-11,0,2023,4,2,Thứ Ba
501,185,2023-03-28,0,2023,3,1,Thứ Ba
502,466,2024-12-22,0,2024,12,4,Chủ Nhật
503,323,2023-01-22,710,2023,1,1,Chủ Nhật
504,197,2023-04-15,0,2023,4,2,Thứ Bảy
505,190,2024-10-21,0,2024,10,4,Thứ Hai
506,169,2024-03-03,0,2024,3,1,Chủ Nhật
507,517,2023-05-20,0,2023,5,2,Thứ Bảy
508,160,2023-04-12,0,2023,4,2,Thứ Tư
509,381,2024-07-29,0,2024,7,3,Thứ Hai
510,626,2024-10-24,0,2024,10,4,Thứ Năm
511,362,2023-06-26,0,2023,6,2,Thứ Hai
512,796,2024-10-02,0,2024,10,4,Thứ Tư
513,230,2023-11-28,0,2023,11,4,Thứ Ba
514,473,2024-02-04,0,2024,2,1,Chủ Nhật
515,107,2023-12-31,256,2023,12,4,Chủ Nhật
516,106,2024-03-07,0,2024,3,1,Thứ Năm
517,475,2023-05-22,0,2023,5,2,Thứ Hai
518,426,2024-03-22,0,2024,3,1,Thứ Sáu
519,279,2024-11-10,0,2024,11,4,Chủ Nhật
520,214,2023-06-07,0,2023,6,2,Thứ Tư
521,75,2024-04-18,0,2024,4,2,Thứ Năm
522,323,2024-03-14,0,2024,3,1,Thứ Năm
523,81,2023-11-19,0,2023,11,4,Chủ Nhật
524,545,2023-08-07,0,2023,8,3,Thứ Hai
525,706,2024-10-01,0,2024,10,4,Thứ Ba
526,790,2023-03-28,0,2023,3,1,Thứ Ba
527,348,2024-03-11,0,2024,3,1,Thứ Hai
528,394,2024-12-19,0,2024,12,4,Thứ Năm
529,249,2024-09-17,0,2024,9,3,Thứ Ba
530,423,2024-10-15,0,2024,10,4,Thứ Ba
531,58,2024-08-28,0,2024,8,3,Thứ Tư
532,488,2024-02-20,0,2024,2,1,Thứ Ba
533,278,2024-09-25,0,2024,9,3,Thứ Tư
534,543,2023-09-15,0,2023,9,3,Thứ Sáu
535,594,2024-11-24,0,2024,11,4,Chủ Nhật
536,154,2024-10-22,0,2024,10,4,Thứ Ba
537,234,2023-12-04,0,2023,12,4,Thứ Hai
538,398,2023-04-04,0,2023,4,2,Thứ Ba
539,328,2023-03-22,0,2023,3,1,Thứ Tư
540,130,2024-10-02,0,2024,10,4,Thứ Tư
541,464,2024-02-27,0,2024,2,1,Thứ Ba
542,17,2023-12-31,0,2023,12,4,Chủ Nhật
543,283,2023-07-25,504,2023,7,3,Thứ Ba
544,740,2024-03-08,0,2024,3,1,Thứ Sáu
545,104,2024-01-21,0,2024,1,1,Chủ Nhật
546,753,2023-04-28,0,2023,4,2,Thứ Sáu
547,215,2024-08-08,0,2024,8,3,Thứ Năm
548,345,2024-04-23,208,2024,4,2,Thứ Ba
549,556,2024-07-06,0,2024,7,3,Thứ Bảy
550,2,2023-05-04,0,2023,5,2,Thứ Năm
551,557,2024-01-28,0,2024,1,1,Chủ Nhật
552,120,2024-09-30,0,2024,9,3,Thứ Hai
553,330,2024-05-02,0,2024,5,2,Thứ Năm
554,679,2023-04-16,0,2023,4,2,Chủ Nhật
555,579,2023-03-25,0,2023,3,1,Thứ Bảy
556,361,2023-07-13,0,2023,7,3,Thứ Năm
557,696,2024-02-03,0,2024,2,1,Thứ Bảy
558,414,2024-04-06,0,2024,4,2,Thứ Bảy
559,105,2023-08-25,0,2023,8,3,Thứ Sáu
560,482,2024-12-30,0,2024,12,4,Thứ Hai
561,68,2024-02-02,0,2024,2,1,Thứ Sáu
562,123,2023-10-23,0,2023,10,4,Thứ Hai
563,375,2024-12-03,0,2024,12,4,Thứ Ba
564,191,2023-10-06,0,2023,10,4,Thứ Sáu
565,779,2023-02-03,0,2023,2,1,Thứ Sáu
566,285,2024-06-09,0,2024,6,2,Chủ Nhật
567,375,2023-10-10,0,2023,10,4,Thứ Ba
568,124,2023-06-12,0,2023,6,2,Thứ Hai
569,285,2023-06-16,0,2023,6,2,Thứ Sáu
570,124,2023-02-16,0,2023,2,1,Thứ Năm
571,4,2023-01-10,0,2023,1,1,Thứ Ba
572,614,2023-10-09,290,2023,10,4,Thứ Hai
573,450,2023-07-19,0,2023,7,3,Thứ Tư
574,597,2024-07-08,0,2024,7,3,Thứ Hai
575,278,2023-03-22,0,2023,3,1,Thứ Tư
576,523,2023-06-04,0,2023,6,2,Chủ Nhật
577,706,2023-02-16,0,2023,2,1,Thứ Năm
578,667,2024-03-18,0,2024,3,1,Thứ Hai
579,597,2023-02-18,0,2023,2,1,Thứ Bảy
580,766,2024-08-19,0,2024,8,3,Thứ Hai
581,105,2024-05-17,0,2024,5,2,Thứ Sáu
582,205,2024-01-11,0,2024,1,1,Thứ Năm
583,718,2024-08-13,0,2024,8,3,Thứ Ba
584,610,2023-06-06,0,2023,6,2,Thứ Ba
585,371,2023-06-23,0,2023,6,2,Thứ Sáu
586,203,2024-01-05,0,2024,1,1,Thứ Sáu
587,316,2023-09-03,0,2023,9,3,Chủ Nhật
588,336,2023-12-27,0,2023,12,4,Thứ Tư
589,620,2023-11-20,0,2023,11,4,Thứ Hai
590,343,2024-01-13,0,2024,1,1,Thứ Bảy
591,87,2023-03-30,0,2023,3,1,Thứ Năm
592,493,2023-04-10,0,2023,4,2,Thứ Hai
593,632,2024-04-19,0,2024,4,2,Thứ Sáu
594,742,2024-04-19,0,2024,4,2,Thứ Sáu
595,680,2024-03-30,0,2024,3,1,Thứ Bảy
596,575,2023-06-20,0,2023,6,2,Thứ Ba
597,321,2024-09-12,0,2024,9,3,Thứ Năm
598,663,2024-11-29,0,2024,11,4,Thứ Sáu
599,66,2024-10-06,0,2024,10,4,Chủ Nhật
600,386,2024-07-24,0,2024,7,3,Thứ Tư
601,193,2023-04-11,153,2023,4,2,Thứ Ba
602,490,2023-04-20,0,2023,4,2,Thứ Năm
603,611,2023-07-10,0,2023,7,3,Thứ Hai
604,131,2023-10-14,0,2023,10,4,Thứ Bảy
605,723,2024-03-05,0,2024,3,1,Thứ Ba
606,783,2023-03-09,576,2023,3,1,Thứ Năm
607,683,2023-07-26,0,2023,7,3,Thứ Tư
608,506,2023-09-15,0,2023,9,3,Thứ Sáu
609,125,2024-09-23,0,2024,9,3,Thứ Hai
610,52,2024-08-18,0,2024,8,3,Chủ Nhật
611,453,2024-07-26,0,2024,7,3,Thứ Sáu
612,129,2023-01-10,956,2023,1,1,Thứ Ba
613,661,2023-04-16,0,2023,4,2,Chủ Nhật
614,661,2023-05-16,0,2023,5,2,Thứ Ba
615,111,2023-05-06,0,2023,5,2,Thứ Bảy
616,250,2023-11-29,0,2023,11,4,Thứ Tư
617,24,2024-09-27,0,2024,9,3,Thứ Sáu
618,465,2024-07-31,0,2024,7,3,Thứ Tư
619,545,2023-04-09,0,2023,4,2,Chủ Nhật
620,469,2024-09-12,0,2024,9,3,Thứ Năm
621,558,2023-10-09,0,2023,10,4,Thứ Hai
622,259,2023-01-21,0,2023,1,1,Thứ Bảy
623,264,2024-08-03,0,2024,8,3,Thứ Bảy
624,107,2024-06-03,0,2024,6,2,Thứ Hai
625,34,2024-10-28,0,2024,10,4,Thứ Hai
626,197,2024-12-18,0,2024,12,4,Thứ Tư
627,385,2023-02-26,0,2023,2,1,Chủ Nhật
628,261,2023-11-14,0,2023,11,4,Thứ Ba
629,641,2024-12-09,0,2024,12,4,Thứ Hai
630,684,2023-10-15,0,2023,10,4,Chủ Nhật
631,6,2024-08-07,0,2024,8,3,Thứ Tư
632,140,2024-11-26,0,2024,11,4,Thứ Ba
633,131,2024-08-28,0,2024,8,3,Thứ Tư
634,462,2024-08-20,0,2024,8,3,Thứ Ba
635,37,2023-11-20,0,2023,11,4,Thứ Hai
636,56,2023-07-27,0,2023,7,3,Thứ Năm
637,169,2023-12-13,0,2023,12,4,Thứ Tư
638,228,2024-04-10,0,2024,4,2,Thứ Tư
639,556,2024-12-19,0,2024,12,4,Thứ Năm
640,32,2024-07-20,0,2024,7,3,Thứ Bảy
641,127,2024-02-04,0,2024,2,1,Chủ Nhật
642,754,2024-03-22,0,2024,3,1,Thứ Sáu
643,11,2024-09-02,0,2024,9,3,Thứ Hai
644,525,2024-08-08,0,2024,8,3,Thứ Năm
645,66,2024-05-29,0,2024,5,2,Thứ Tư
646,292,2023-10-08,0,2023,10,4,Chủ Nhật
647,30,2023-02-09,0,2023,2,1,Thứ Năm
648,579,2023-05-12,0,2023,5,2,Thứ Sáu
649,507,2024-05-16,0,2024,5,2,Thứ Năm
650,31,2024-03-08,0,2024,3,1,Thứ Sáu
651,330,2023-12-02,0,2023,12,4,Thứ Bảy
652,435,2024-12-08,0,2024,12,4,Chủ Nhật
653,46,2023-12-06,0,2023,12,4,Thứ Tư
654,527,2024-01-05,0,2024,1,1,Thứ Sáu
655,211,2023-02-22,0,2023,2,1,Thứ Tư
656,149,2024-12-23,0,2024,12,4,Thứ Hai
657,325,2024-05-28,0,2024,5,2,Thứ Ba
658,227,2023-04-07,0,2023,4,2,Thứ Sáu
659,5,2023-05-04,0,2023,5,2,Thứ Năm
660,165,2023-05-21,0,2023,5,2,Chủ Nhật
661,627,2023-02-13,0,2023,2,1,Thứ Hai
662,746,2023-07-07,0,2023,7,3,Thứ Sáu
663,405,2023-02-23,0,2023,2,1,Thứ Năm
664,247,2024-03-22,0,2024,3,1,Thứ Sáu
665,282,2024-10-01,0,2024,10,4,Thứ Ba
666,100,2023-11-18,946,2023,11,4,Thứ Bảy
667,455,2024-04-13,0,2024,4,2,Thứ Bảy
668,256,2024-08-27,0,2024,8,3,Thứ Ba
669,572,2024-03-08,0,2024,3,1,Thứ Sáu
670,117,2023-10-19,0,2023,10,4,Thứ Năm
671,407,2023-06-08,0,2023,6,2,Thứ Năm
672,243,2023-04-11,0,2023,4,2,Thứ Ba
673,208,2023-12-13,0,2023,12,4,Thứ Tư
674,124,2023-11-06,0,2023,11,4,Thứ Hai
675,91,2024-02-28,0,2024,2,1,Thứ Tư
676,424,2023-09-21,0,2023,9,3,Thứ Năm
677,184,2023-01-09,0,2023,1,1,Thứ Hai
678,758,2023-03-14,0,2023,3,1,Thứ Ba
679,462,2024-07-30,0,2024,7,3,Thứ Ba
680,375,2023-10-08,0,2023,10,4,Chủ Nhật
681,457,2024-08-18,0,2024,8,3,Chủ Nhật
682,338,2024-09-26,0,2024,9,3,Thứ Năm
683,92,2024-10-23,0,2024,10,4,Thứ Tư
684,347,2024-10-25,0,2024,10,4,Thứ Sáu
685,552,2023-05-20,0,2023,5,2,Thứ Bảy
686,427,2023-03-29,0,2023,3,1,Thứ Tư
687,218,2024-12-12,0,2024,12,4,Thứ Năm
688,634,2023-07-30,0,2023,7,3,Chủ Nhật
689,388,2023-03-10,0,2023,3,1,Thứ Sáu
690,744,2024-04-23,0,2024,4,2,Thứ Ba
691,172,2023-02-07,0,2023,2,1,Thứ Ba
692,50,2023-08-27,0,2023,8,3,Chủ Nhật
693,767,2024-05-03,330,2024,5,2,Thứ Sáu
694,377,2023-07-19,0,2023,7,3,Thứ Tư
695,108,2024-08-15,0,2024,8,3,Thứ Năm
696,89,2024-01-24,0,2024,1,1,Thứ Tư
697,714,2024-04-19,0,2024,4,2,Thứ Sáu
698,568,2024-12-08,0,2024,12,4,Chủ Nhật
699,293,2024-09-27,364,2024,9,3,Thứ Sáu
700,69,2023-04-22,0,2023,4,2,Thứ Bảy
701,578,2023-01-02,0,2023,1,1,Thứ Hai
702,272,2024-03-23,0,2024,3,1,Thứ Bảy
703,510,2023-01-31,0,2023,1,1,Thứ Ba
704,337,2023-08-03,0,2023,8,3,Thứ Năm
705,546,2023-05-04,0,2023,5,2,Thứ Năm
706,642,2024-10-30,0,2024,10,4,Thứ Tư
707,653,2023-01-13,0,2023,1,1,Thứ Sáu
708,693,2024-05-13,0,2024,5,2,Thứ Hai
709,532,2023-09-16,0,2023,9,3,Thứ Bảy
710,301,2023-05-31,0,2023,5,2,Thứ Tư
711,143,2024-12-19,0,2024,12,4,Thứ Năm
712,293,2023-09-02,0,2023,9,3,Thứ Bảy
713,691,2024-02-28,0,2024,2,1,Thứ Tư
714,688,2023-09-12,0,2023,9,3,Thứ Ba
715,167,2024-06-20,0,2024,6,2,Thứ Năm
716,183,2024-04-12,0,2024,4,2,Thứ Sáu
717,619,2024-04-30,0,2024,4,2,Thứ Ba
718,695,2024-03-14,0,2024,3,1,Thứ Năm
719,392,2023-06-18,0,2023,6,2,Chủ Nhật
720,340,2023-11-16,0,2023,11,4,Thứ Năm
721,411,2024-04-30,0,2024,4,2,Thứ Ba
722,143,2023-03-18,0,2023,3,1,Thứ Bảy
723,575,2023-05-10,0,2023,5,2,Thứ Tư
724,255,2023-04-23,440,2023,4,2,Chủ Nhật
725,17,2023-07-23,0,2023,7,3,Chủ Nhật
726,608,2024-11-02,0,2024,11,4,Thứ Bảy
727,729,2024-08-22,681,2024,8,3,Thứ Năm
728,674,2023-05-24,0,2023,5,2,Thứ Tư
729,303,2024-05-08,870,2024,5,2,Thứ Tư
730,681,2024-04-07,0,2024,4,2,Chủ Nhật
731,161,2024-09-15,0,2024,9,3,Chủ Nhật
732,107,2024-03-03,0,2024,3,1,Chủ Nhật
733,421,2024-12-21,0,2024,12,4,Thứ Bảy
734,793,2024-12-07,704,2024,12,4,Thứ Bảy
735,591,2023-12-19,0,2023,12,4,Thứ Ba
736,716,2024-04-13,0,2024,4,2,Thứ Bảy
737,574,2024-11-06,0,2024,11,4,Thứ Tư
738,293,2024-06-07,0,2024,6,2,Thứ Sáu
739,8,2024-06-16,0,2024,6,2,Chủ Nhật
740,215,2023-08-28,0,2023,8,3,Thứ Hai
741,775,2023-06-11,0,2023,6,2,Chủ Nhật
742,358,2023-03-28,0,2023,3,1,Thứ Ba
743,6,2023-03-26,0,2023,3,1,Chủ Nhật
744,466,2023-04-14,0,2023,4,2,Thứ Sáu
745,59,2023-07-08,0,2023,7,3,Thứ Bảy
746,675,2024-08-08,0,2024,8,3,Thứ Năm
747,59,2024-12-21,0,2024,12,4,Thứ Bảy
748,191,2024-08-24,0,2024,8,3,Thứ Bảy
749,292,2023-10-16,0,2023,10,4,Thứ Hai
750,40,2023-01-27,0,2023,1,1,Thứ Sáu
751,275,2023-11-05,0,2023,11,4,Chủ Nhật
752,501,2024-10-03,0,2024,10,4,Thứ Năm
753,26,2023-03-12,0,2023,3,1,Chủ Nhật
754,114,2023-12-09,0,2023,12,4,Thứ Bảy
755,640,2024-09-15,0,2024,9,3,Chủ Nhật
756,655,2023-04-19,0,2023,4,2,Thứ Tư
757,463,2024-08-24,0,2024,8,3,Thứ Bảy
758,528,2023-04-20,0,2023,4,2,Thứ Năm
759,427,2024-11-21,690,2024,11,4,Thứ Năm
760,183,2024-08-22,0,2024,8,3,Thứ Năm
761,684,2023-05-15,0,2023,5,2,Thứ Hai
762,531,2024-08-16,0,2024,8,3,Thứ Sáu
763,668,2024-01-06,0,2024,1,1,Thứ Bảy
764,651,2023-12-21,0,2023,12,4,Thứ Năm
765,24,2024-12-31,0,2024,12,4,Thứ Ba
766,548,2023-09-10,504,2023,9,3,Chủ Nhật
767,529,2024-12-07,0,2024,12,4,Thứ Bảy
768,208,2023-09-03,0,2023,9,3,Chủ Nhật
769,158,2023-07-07,0,2023,7,3,Thứ Sáu
770,373,2024-12-23,0,2024,12,4,Thứ Hai
771,353,2024-02-22,0,2024,2,1,Thứ Năm
772,278,2024-11-21,0,2024,11,4,Thứ Năm
773,795,2023-06-23,380,2023,6,2,Thứ Sáu
774,170,2023-07-18,0,2023,7,3,Thứ Ba
775,736,2023-09-12,0,2023,9,3,Thứ Ba
776,139,2023-12-15,0,2023,12,4,Thứ Sáu
777,744,2023-11-29,0,2023,11,4,Thứ Tư
778,38,2023-03-15,0,2023,3,1,Thứ Tư
779,436,2023-04-02,0,2023,4,2,Chủ Nhật
780,362,2023-11-04,0,2023,11,4,Thứ Bảy
781,407,2023-03-11,0,2023,3,1,Thứ Bảy
782,353,2023-02-02,0,2023,2,1,Thứ Năm
783,344,2023-12-10,0,2023,12,4,Chủ Nhật
784,82,2023-03-27,0,2023,3,1,Thứ Hai
785,532,2024-10-24,0,2024,10,4,Thứ Năm
786,800,2023-09-13,0,2023,9,3,Thứ Tư
787,11,2023-12-04,228,2023,12,4,Thứ Hai
788,506,2024-01-18,0,2024,1,1,Thứ Năm
789,730,2024-02-06,0,2024,2,1,Thứ Ba
790,506,2023-07-20,0,2023,7,3,Thứ Năm
791,557,2024-09-01,0,2024,9,3,Chủ Nhật
792,170,2023-06-06,0,2023,6,2,Thứ Ba
793,410,2023-10-29,0,2023,10,4,Chủ Nhật
794,411,2024-03-09,0,2024,3,1,Thứ Bảy
795,745,2024-02-06,0,2024,2,1,Thứ Ba
796,10,2024-10-26,0,2024,10,4,Thứ Bảy
797,521,2024-07-03,0,2024,7,3,Thứ Tư
798,139,2023-01-20,0,2023,1,1,Thứ Sáu
799,738,2024-08-18,0,2024,8,3,Chủ Nhật
800,700,2024-05-20,0,2024,5,2,Thứ Hai
801,41,2023-03-18,0,2023,3,1,Thứ Bảy
802,153,2024-12-23,0,2024,12,4,Thứ Hai
803,503,2024-09-28,0,2024,9,3,Thứ Bảy
804,295,2024-03-04,0,2024,3,1,Thứ Hai
805,629,2023-12-01,0,2023,12,4,Thứ Sáu
806,700,2023-06-30,0,2023,6,2,Thứ Sáu
807,310,2023-06-10,0,2023,6,2,Thứ Bảy
808,274,2023-11-02,0,2023,11,4,Thứ Năm
809,317,2024-12-18,0,2024,12,4,Thứ Tư
810,340,2024-01-22,0,2024,1,1,Thứ Hai
811,67,2023-08-31,0,2023,8,3,Thứ Năm
812,462,2024-04-19,0,2024,4,2,Thứ Sáu
813,295,2024-05-15,638,2024,5,2,Thứ Tư
814,86,2023-12-19,0,2023,12,4,Thứ Ba
815,307,2023-11-23,0,2023,11,4,Thứ Năm
816,516,2023-08-07,0,2023,8,3,Thứ Hai
817,197,2023-04-19,0,2023,4,2,Thứ Tư
818,299,2023-07-26,0,2023,7,3,Thứ Tư
819,395,2023-09-12,0,2023,9,3,Thứ Ba
820,796,2023-11-09,0,2023,11,4,Thứ Năm
821,339,2023-08-05,0,2023,8,3,Thứ Bảy
822,185,2024-10-19,0,2024,10,4,Thứ Bảy
823,735,2023-01-04,0,2023,1,1,Thứ Tư
824,11,2024-09-30,0,2024,9,3,Thứ Hai
825,699,2023-08-14,0,2023,8,3,Thứ Hai
826,713,2024-01-20,0,2024,1,1,Thứ Bảy
827,413,2024-10-31,0,2024,10,4,Thứ Năm
828,597,2023-04-16,0,2023,4,2,Chủ Nhật
829,554,2023-06-23,0,2023,6,2,Thứ Sáu
830,42,2024-04-03,0,2024,4,2,Thứ Tư
831,17,2023-01-25,0,2023,1,1,Thứ Tư
832,166,2023-12-01,0,2023,12,4,Thứ Sáu
833,486,2024-04-04,0,2024,4,2,Thứ Năm
834,6,2023-09-05,0,2023,9,3,Thứ Ba
835,693,2024-07-22,0,2024,7,3,Thứ Hai
836,379,2023-11-23,0,2023,11,4,Thứ Năm
837,12,2023-11-15,0,2023,11,4,Thứ Tư
838,83,2024-01-29,0,2024,1,1,Thứ Hai
839,548,2024-11-04,0,2024,11,4,Thứ Hai
840,396,2023-10-05,0,2023,10,4,Thứ Năm
841,66,2023-07-17,0,2023,7,3,Thứ Hai
842,439,2023-02-09,0,2023,2,1,Thứ Năm
843,731,2023-08-13,0,2023,8,3,Chủ Nhật
844,89,2023-04-30,0,2023,4,2,Chủ Nhật
845,88,2024-09-23,0,2024,9,3,Thứ Hai
846,568,2024-10-11,0,2024,10,4,Thứ Sáu
847,514,2024-11-18,0,2024,11,4,Thứ Hai
848,294,2024-12-02,0,2024,12,4,Thứ Hai
849,121,2024-06-04,0,2024,6,2,Thứ Ba
850,610,2024-07-12,0,2024,7,3,Thứ Sáu
851,193,2024-09-13,0,2024,9,3,Thứ Sáu
852,498,2024-01-19,0,2024,1,1,Thứ Sáu
853,296,2024-04-20,0,2024,4,2,Thứ Bảy
854,72,2024-06-06,840,2024,6,2,Thứ Năm
855,393,2023-11-10,0,2023,11,4,Thứ Sáu
856,489,2023-12-01,0,2023,12,4,Thứ Sáu
857,679,2024-12-07,0,2024,12,4,Thứ Bảy
858,6,2024-07-16,0,2024,7,3,Thứ Ba
859,93,2024-05-09,0,2024,5,2,Thứ Năm
860,321,2024-06-27,0,2024,6,2,Thứ Năm
861,264,2024-05-24,0,2024,5,2,Thứ Sáu
862,426,2024-11-27,0,2024,11,4,Thứ Tư
863,530,2024-03-27,0,2024,3,1,Thứ Tư
864,89,2023-09-28,0,2023,9,3,Thứ Năm
865,519,2023-11-19,0,2023,11,4,Chủ Nhật
866,599,2023-06-29,0,2023,6,2,Thứ Năm
867,280,2024-05-22,0,2024,5,2,Thứ Tư
868,444,2023-11-15,0,2023,11,4,Thứ Tư
869,66,2023-07-27,0,2023,7,3,Thứ Năm
870,714,2023-05-12,0,2023,5,2,Thứ Sáu
871,9,2023-07-30,0,2023,7,3,Chủ Nhật
872,454,2024-12-18,0,2024,12,4,Thứ Tư
873,780,2023-07-11,0,2023,7,3,Thứ Ba
874,274,2023-10-17,0,2023,10,4,Thứ Ba
875,153,2023-04-28,0,2023,4,2,Thứ Sáu
876,789,2024-11-05,0,2024,11,4,Thứ Ba
877,79,2023-05-23,0,2023,5,2,Thứ Ba
878,175,2024-06-15,549,2024,6,2,Thứ Bảy
879,672,2023-12-31,0,2023,12,4,Chủ Nhật
880,176,2023-11-26,0,2023,11,4,Chủ Nhật
881,773,2024-05-03,0,2024,5,2,Thứ Sáu
882,39,2024-05-03,0,2024,5,2,Thứ Sáu
883,683,2024-03-19,0,2024,3,1,Thứ Ba
884,474,2023-12-17,0,2023,12,4,Chủ Nhật
885,99,2023-10-10,250,2023,10,4,Thứ Ba
886,171,2023-08-06,0,2023,8,3,Chủ Nhật
887,491,2024-01-15,0,2024,1,1,Thứ Hai
888,579,2023-05-13,0,2023,5,2,Thứ Bảy
889,160,2023-05-03,0,2023,5,2,Thứ Tư
890,470,2024-09-24,0,2024,9,3,Thứ Ba
891,20,2024-05-26,0,2024,5,2,Chủ Nhật
892,524,2024-12-20,0,2024,12,4,Thứ Sáu
893,598,2023-02-13,0,2023,2,1,Thứ Hai
894,395,2024-09-25,0,2024,9,3,Thứ Tư
895,638,2024-08-05,0,2024,8,3,Thứ Hai
896,685,2024-01-06,0,2024,1,1,Thứ Bảy
897,344,2023-11-06,0,2023,11,4,Thứ Hai
898,247,2023-01-30,0,2023,1,1,Thứ Hai
899,551,2023-04-04,0,2023,4,2,Thứ Ba
900,135,2023-02-14,0,2023,2,1,Thứ Ba
901,685,2023-03-11,0,2023,3,1,Thứ Bảy
902,723,2024-01-23,0,2024,1,1,Thứ Ba
903,95,2023-08-25,0,2023,8,3,Thứ Sáu
904,322,2024-09-07,0,2024,9,3,Thứ Bảy
905,53,2023-03-08,0,2023,3,1,Thứ Tư
906,246,2023-11-30,0,2023,11,4,Thứ Năm
907,487,2023-12-23,916,2023,12,4,Thứ Bảy
908,448,2024-11-28,0,2024,11,4,Thứ Năm
909,639,2023-08-19,0,2023,8,3,Thứ Bảy
910,492,2024-11-20,0,2024,11,4,Thứ Tư
911,341,2023-11-10,0,2023,11,4,Thứ Sáu
912,26,2023-02-20,0,2023,2,1,Thứ Hai
913,162,2023-10-18,0,2023,10,4,Thứ Tư
914,306,2024-05-23,0,2024,5,2,Thứ Năm
915,366,2023-06-22,0,2023,6,2,Thứ Năm
916,683,2023-08-26,0,2023,8,3,Thứ Bảy
917,521,2024-10-05,556,2024,10,4,Thứ Bảy
918,26,2024-12-08,0,2024,12,4,Chủ Nhật
919,650,2023-05-14,0,2023,5,2,Chủ Nhật
920,599,2023-10-06,0,2023,10,4,Thứ Sáu
921,29,2023-06-17,915,2023,6,2,Thứ Bảy
922,632,2023-05-19,0,2023,5,2,Thứ Sáu
923,184,2024-05-14,0,2024,5,2,Thứ Ba
924,781,2024-10-05,0,2024,10,4,Thứ Bảy
925,433,2023-04-11,0,2023,4,2,Thứ Ba
926,251,2024-11-15,0,2024,11,4,Thứ Sáu
927,794,2024-04-17,0,2024,4,2,Thứ Tư
928,669,2024-11-15,0,2024,11,4,Thứ Sáu
929,461,2024-10-15,0,2024,10,4,Thứ Ba
930,346,2024-04-07,0,2024,4,2,Chủ Nhật
931,529,2024-07-08,0,2024,7,3,Thứ Hai
932,737,2023-07-02,0,2023,7,3,Chủ Nhật
933,557,2023-05-24,0,2023,5,2,Thứ Tư
934,462,2023-03-20,330,2023,3,1,Thứ Hai
935,375,2023-09-21,0,2023,9,3,Thứ Năm
936,771,2023-01-19,0,2023,1,1,Thứ Năm
937,430,2024-09-27,0,2024,9,3,Thứ Sáu
938,194,2024-04-22,0,2024,4,2,Thứ Hai
939,244,2024-01-07,0,2024,1,1,Chủ Nhật
940,784,2024-07-19,0,2024,7,3,Thứ Sáu
941,419,2023-09-12,0,2023,9,3,Thứ Ba
942,449,2023-04-10,0,2023,4,2,Thứ Hai
943,429,2023-01-18,0,2023,1,1,Thứ Tư
944,39,2023-09-27,700,2023,9,3,Thứ Tư
945,429,2023-05-04,0,2023,5,2,Thứ Năm
946,746,2023-02-27,0,2023,2,1,Thứ Hai
947,727,2023-06-07,0,2023,6,2,Thứ Tư
948,674,2024-05-24,0,2024,5,2,Thứ Sáu
949,378,2023-03-17,0,2023,3,1,Thứ Sáu
950,323,2023-07-19,0,2023,7,3,Thứ Tư
951,692,2024-08-17,0,2024,8,3,Thứ Bảy
952,713,2023-02-26,0,2023,2,1,Chủ Nhật
953,417,2023-03-20,0,2023,3,1,Thứ Hai
954,660,2024-02-06,0,2024,2,1,Thứ Ba
955,393,2023-12-10,0,2023,12,4,Chủ Nhật
956,313,2024-08-01,0,2024,8,3,Thứ Năm
957,102,2023-07-13,0,2023,7,3,Thứ Năm
958,190,2024-08-28,0,2024,8,3,Thứ Tư
959,432,2023-05-10,0,2023,5,2,Thứ Tư
960,516,2024-01-04,0,2024,1,1,Thứ Năm
961,722,2023-11-29,281,2023,11,4,Thứ Tư
962,212,2024-09-22,0,2024,9,3,Chủ Nhật
963,724,2023-05-02,0,2023,5,2,Thứ Ba
964,789,2024-01-26,0,2024,1,1,Thứ Sáu
965,368,2024-01-12,0,2024,1,1,Thứ Sáu
966,181,2024-05-23,0,2024,5,2,Thứ Năm
967,185,2023-05-10,0,2023,5,2,Thứ Tư
968,649,2024-06-15,0,2024,6,2,Thứ Bảy
969,604,2024-08-02,0,2024,8,3,Thứ Sáu
970,44,2024-10-01,0,2024,10,4,Thứ Ba
971,324,2023-03-07,0,2023,3,1,Thứ Ba
972,86,2024-12-03,0,2024,12,4,Thứ Ba
973,222,2024-04-30,0,2024,4,2,Thứ Ba
974,153,2023-03-12,0,2023,3,1,Chủ Nhật
975,695,2023-02-14,895,2023,2,1,Thứ Ba
976,523,2024-09-29,0,2024,9,3,Chủ Nhật
977,743,2024-11-20,0,2024,11,4,Thứ Tư
978,356,2023-09-03,0,2023,9,3,Chủ Nhật
