OrderDetailID,OrderID,ProductID,Quantity,Price,UnitPrice
1202,1539,109,20,41.680.000đ,2.084.000đ
1203,2290,47,19,253.821.000đ,13.359.000đ
1204,172,21,6,1.326.000đ,221.000đ
1205,569,457,15,206.235.000đ,13.749.000đ
1206,2618,553,1,982.000đ,982.000đ
1207,512,58,9,1.314.000đ,146.000đ
1208,175,554,9,11.862.000đ,1.318.000đ
1209,414,247,8,140.824.000đ,17.603.000đ
1210,1299,483,8,5.104.000đ,638.000đ
1211,621,205,20,267.660.000đ,13.383.000đ
1212,2896,486,11,1.155.000đ,105.000đ
1213,2972,172,18,9.396.000đ,522.000đ
1214,863,443,17,61.268.000đ,3.604.000đ
1215,1161,332,11,869.000đ,79.000đ
1216,2051,193,3,660.000đ,220.000đ
1217,1166,457,10,137.490.000đ,13.749.000đ
1218,2337,471,20,32.120.000đ,1.606.000đ
1219,585,219,3,885.000đ,295.000đ
1220,1354,273,14,43.456.000đ,3.104.000đ
1221,1552,430,2,754.000đ,377.000đ
1222,500,591,17,595.000đ,35.000đ
1223,1593,360,6,11.340.000đ,1.890.000đ
1224,1006,172,5,2.610.000đ,522.000đ
1225,344,219,3,885.000đ,295.000đ
1226,705,72,9,3.204.000đ,356.000đ
1227,2715,559,19,2.128.000đ,112.000đ
1228,2101,482,3,6.768.000đ,2.256.000đ
1229,1844,91,14,11.788.000đ,842.000đ
1230,865,189,1,281.000đ,281.000đ
1231,1726,146,4,83.540.000đ,20.885.000đ
1232,341,471,14,22.484.000đ,1.606.000đ
1233,462,141,17,3.043.000đ,179.000đ
1234,1392,80,14,2.170.000đ,155.000đ
1235,201,253,7,532.000đ,76.000đ
1236,33,131,2,1.244.000đ,622.000đ
1237,348,239,7,2.275.000đ,325.000đ
1238,1521,556,10,1.640.000đ,164.000đ
1239,2640,400,7,18.256.000đ,2.608.000đ
1240,143,160,11,2.937.000đ,267.000đ
1241,418,434,13,18.317.000đ,1.409.000đ
1242,2998,7,1,18.552.000đ,18.552.000đ
1243,200,2,20,119.900.000đ,5.995.000đ
1244,2328,193,14,3.080.000đ,220.000đ
1245,906,324,13,54.860.000đ,4.220.000đ
1246,140,508,9,30.528.000đ,3.392.000đ
1247,505,282,13,41.236.000đ,3.172.000đ
1248,1684,550,7,1.547.000đ,221.000đ
1249,537,214,5,1.095.000đ,219.000đ
1250,2317,25,3,1.416.000đ,472.000đ
1251,237,264,20,9.780.000đ,489.000đ
1252,2807,156,16,37.264.000đ,2.329.000đ
1253,128,583,16,29.568.000đ,1.848.000đ
1254,1458,441,7,32.872.000đ,4.696.000đ
1255,569,414,6,864.000đ,144.000đ
1256,1971,504,19,317.680.000đ,16.720.000đ
1257,1862,555,20,73.360.000đ,3.668.000đ
1258,74,419,11,9.449.000đ,859.000đ
1259,325,281,16,16.688.000đ,1.043.000đ
1260,1031,121,20,8.200.000đ,410.000đ
1261,482,248,2,162.000đ,81.000đ
1262,2349,288,20,3.040.000đ,152.000đ
1263,1179,319,5,1.935.000đ,387.000đ
1264,958,349,2,7.882.000đ,3.941.000đ
1265,2576,251,18,76.428.000đ,4.246.000đ
1266,591,441,20,93.920.000đ,4.696.000đ
1267,35,464,4,3.696.000đ,924.000đ
1268,2165,24,15,4.845.000đ,323.000đ
1269,2171,594,1,36.000đ,36.000đ
1270,653,175,8,3.968.000đ,496.000đ
1271,609,595,10,23.590.000đ,2.359.000đ
1272,1664,572,8,29.104.000đ,3.638.000đ
1273,478,600,14,217.434.000đ,15.531.000đ
1274,918,200,19,17.499.000đ,921.000đ
1275,2480,593,3,4.440.000đ,1.480.000đ
1276,2661,584,13,338.507.000đ,26.039.000đ
1277,483,257,18,6.606.000đ,367.000đ
1278,2789,452,15,180.000đ,12.000đ
1279,2344,164,8,872.000đ,109.000đ
1280,1726,141,10,1.790.000đ,179.000đ
1281,1716,103,1,72.000đ,72.000đ
1282,1229,14,10,1.590.000đ,159.000đ
1283,232,442,15,3.705.000đ,247.000đ
1284,1160,154,19,456.000đ,24.000đ
1285,2729,156,10,23.290.000đ,2.329.000đ
1286,182,465,4,552.000đ,138.000đ
1287,2704,85,16,3.024.000đ,189.000đ
1288,2165,461,3,1.350.000đ,450.000đ
1289,2190,44,5,150.000đ,30.000đ
1290,146,532,10,1.990.000đ,199.000đ
1291,1006,518,19,161.120.000đ,8.480.000đ
1292,1861,147,16,864.000đ,54.000đ
1293,977,409,12,6.768.000đ,564.000đ
1294,1686,341,15,87.120.000đ,5.808.000đ
1295,1086,583,19,35.112.000đ,1.848.000đ
1296,2763,448,13,5.707.000đ,439.000đ
1297,2753,438,17,136.935.000đ,8.055.000đ
1298,2885,594,12,432.000đ,36.000đ
1299,1779,496,7,469.000đ,67.000đ
1300,2955,340,1,14.556.000đ,14.556.000đ
1301,1037,598,11,79.178.000đ,7.198.000đ
1302,2038,561,17,8.245.000đ,485.000đ
1303,566,83,3,3.093.000đ,1.031.000đ
1304,2838,427,18,4.104.000đ,228.000đ
1305,1617,371,2,5.032.000đ,2.516.000đ
1306,1670,164,19,2.071.000đ,109.000đ
1307,1946,26,8,448.000đ,56.000đ
1308,1374,381,8,14.304.000đ,1.788.000đ
1309,849,119,15,2.580.000đ,172.000đ
1310,1042,70,16,299.280.000đ,18.705.000đ
1311,485,334,6,31.686.000đ,5.281.000đ
1312,2196,454,7,10.157.000đ,1.451.000đ
1313,2571,94,13,4.901.000đ,377.000đ
1314,2555,171,5,1.555.000đ,311.000đ
1315,2295,149,12,792.000đ,66.000đ
1316,842,600,5,77.655.000đ,15.531.000đ
1317,2214,77,4,8.156.000đ,2.039.000đ
1318,1668,45,15,1.725.000đ,115.000đ
1319,2536,22,12,528.000đ,44.000đ
1320,1143,48,15,244.785.000đ,16.319.000đ
1321,1484,198,7,1.218.000đ,174.000đ
1322,2863,328,8,16.720.000đ,2.090.000đ
1323,1321,68,17,226.967.000đ,13.351.000đ
1324,530,188,1,847.000đ,847.000đ
1325,360,222,15,2.910.000đ,194.000đ
1326,657,323,19,6.289.000đ,331.000đ
1327,1189,8,15,6.570.000đ,438.000đ
1328,1868,344,12,3.540.000đ,295.000đ
1329,2704,500,1,13.536.000đ,13.536.000đ
1330,499,448,6,2.634.000đ,439.000đ
1331,2381,57,12,626.544.000đ,52.212.000đ
1332,1232,98,18,3.816.000đ,212.000đ
1333,695,477,1,17.000đ,17.000đ
1334,124,32,4,9.296.000đ,2.324.000đ
1335,512,392,6,528.000đ,88.000đ
1336,2520,23,20,3.100.000đ,155.000đ
1337,2173,563,16,32.592.000đ,2.037.000đ
1338,906,16,3,48.507.000đ,16.169.000đ
1339,6,547,3,807.000đ,269.000đ
1340,1993,414,7,1.008.000đ,144.000đ
1341,28,401,1,80.000đ,80.000đ
1342,591,278,17,85.612.000đ,5.036.000đ
1343,2685,82,12,236.016.000đ,19.668.000đ
1344,1365,592,14,93.030.000đ,6.645.000đ
1345,1850,46,12,1.668.000đ,139.000đ
1346,1140,174,10,480.000đ,48.000đ
1347,139,179,18,6.660.000đ,370.000đ
1348,1763,94,3,1.131.000đ,377.000đ
1349,2827,148,1,98.000đ,98.000đ
1350,1472,146,2,41.770.000đ,20.885.000đ
1351,1680,267,10,2.140.000đ,214.000đ
1352,981,578,20,403.460.000đ,20.173.000đ
1353,1847,428,15,1.710.000đ,114.000đ
1354,2004,309,17,476.000đ,28.000đ
1355,2715,371,10,25.160.000đ,2.516.000đ
1356,155,167,2,1.172.000đ,586.000đ
1357,2081,179,14,5.180.000đ,370.000đ
1358,2694,23,3,465.000đ,155.000đ
1359,1269,399,12,3.000.000đ,250.000đ
1360,1280,399,17,4.250.000đ,250.000đ
1361,620,126,2,938.000đ,469.000đ
1362,1018,17,4,26.776.000đ,6.694.000đ
1363,2123,79,12,768.000đ,64.000đ
1364,2055,137,16,3.552.000đ,222.000đ
1365,2902,296,15,3.375.000đ,225.000đ
1366,2871,214,13,2.847.000đ,219.000đ
1367,2879,108,20,26.120.000đ,1.306.000đ
1368,835,84,7,1.176.000đ,168.000đ
1369,2865,235,15,3.825.000đ,255.000đ
1370,1527,30,15,6.930.000đ,462.000đ
1371,2598,147,3,162.000đ,54.000đ
1372,267,417,2,64.000đ,32.000đ
1373,2398,490,7,1.253.000đ,179.000đ
1374,1841,320,1,24.174.000đ,24.174.000đ
1375,2290,437,6,2.328.000đ,388.000đ
1376,911,187,7,5.033.000đ,719.000đ
1377,2748,541,4,12.724.000đ,3.181.000đ
1378,2660,134,7,10.269.000đ,1.467.000đ
1379,1720,480,15,66.465.000đ,4.431.000đ
1380,1074,326,18,10.188.000đ,566.000đ
1381,2661,101,10,8.790.000đ,879.000đ
1382,1091,359,18,219.816.000đ,12.212.000đ
1383,1898,578,17,342.941.000đ,20.173.000đ
1384,205,66,15,1.050.000đ,70.000đ
1385,283,18,2,2.332.000đ,1.166.000đ
1386,1459,3,3,14.319.000đ,4.773.000đ
1387,1870,6,17,3.196.000đ,188.000đ
1388,1747,341,5,29.040.000đ,5.808.000đ
1389,1441,281,3,3.129.000đ,1.043.000đ
1390,173,57,8,417.696.000đ,52.212.000đ
1391,1930,430,10,3.770.000đ,377.000đ
1392,1007,341,11,63.888.000đ,5.808.000đ
1393,2068,600,17,264.027.000đ,15.531.000đ
1394,1236,560,9,8.199.000đ,911.000đ
1395,2038,91,12,10.104.000đ,842.000đ
1396,73,582,4,288.000đ,72.000đ
1397,652,38,16,193.616.000đ,12.101.000đ
1398,177,133,8,672.000đ,84.000đ
1399,731,224,5,395.000đ,79.000đ
1400,363,300,4,1.312.000đ,328.000đ
1401,541,578,11,221.903.000đ,20.173.000đ
1402,1199,453,12,655.488.000đ,54.624.000đ
1403,212,547,7,1.883.000đ,269.000đ
1404,1633,194,17,2.142.000đ,126.000đ
1405,944,425,4,700.000đ,175.000đ
1406,1025,409,3,1.692.000đ,564.000đ
1407,1196,385,8,224.000đ,28.000đ
1408,730,45,19,2.185.000đ,115.000đ
1409,1265,46,3,417.000đ,139.000đ
1410,1113,554,12,15.816.000đ,1.318.000đ
1411,985,378,2,368.000đ,184.000đ
1412,2901,178,10,12.700.000đ,1.270.000đ
1413,2170,349,18,70.938.000đ,3.941.000đ
1414,1199,409,20,11.280.000đ,564.000đ
1415,262,180,18,1.098.000đ,61.000đ
1416,14,327,10,1.150.000đ,115.000đ
1417,969,260,4,6.460.000đ,1.615.000đ
1418,85,236,15,840.000đ,56.000đ
1419,1693,109,4,8.336.000đ,2.084.000đ
1420,1769,368,18,4.050.000đ,225.000đ
1421,2408,41,16,108.064.000đ,6.754.000đ
1422,446,577,14,168.756.000đ,12.054.000đ
1423,1503,142,16,25.440.000đ,1.590.000đ
1424,778,335,18,34.074.000đ,1.893.000đ
1425,2844,366,16,36.992.000đ,2.312.000đ
1426,1743,320,15,362.610.000đ,24.174.000đ
1427,2570,282,7,22.204.000đ,3.172.000đ
1428,1656,512,1,623.000đ,623.000đ
1429,752,541,8,25.448.000đ,3.181.000đ
1430,1385,382,4,796.000đ,199.000đ
1431,334,491,19,1.064.000đ,56.000đ
1432,354,151,4,105.488.000đ,26.372.000đ
1433,2425,593,19,28.120.000đ,1.480.000đ
1434,426,156,4,9.316.000đ,2.329.000đ
1435,102,146,7,146.195.000đ,20.885.000đ
1436,643,591,17,595.000đ,35.000đ
1437,1272,260,7,11.305.000đ,1.615.000đ
1438,2689,459,16,16.384.000đ,1.024.000đ
1439,803,158,16,44.448.000đ,2.778.000đ
1440,2797,51,16,2.544.000đ,159.000đ
1441,585,160,4,1.068.000đ,267.000đ
1442,1562,28,16,41.648.000đ,2.603.000đ
1443,1354,289,2,212.000đ,106.000đ
1444,2839,6,19,3.572.000đ,188.000đ
1445,2152,363,19,1.805.000đ,95.000đ
1446,1158,137,7,1.554.000đ,222.000đ
1447,1785,416,11,781.000đ,71.000đ
1448,1416,390,16,3.104.000đ,194.000đ
1449,2597,169,6,2.166.000đ,361.000đ
1450,2913,226,1,1.639.000đ,1.639.000đ
1451,198,397,2,144.000đ,72.000đ
1452,2461,60,7,4.928.000đ,704.000đ
1453,2322,173,14,31.234.000đ,2.231.000đ
1454,983,113,20,4.420.000đ,221.000đ
1455,25,214,8,1.752.000đ,219.000đ
1456,333,298,19,152.000đ,8.000đ
1457,1023,152,5,17.825.000đ,3.565.000đ
1458,2268,185,8,1.024.000đ,128.000đ
1459,1173,67,3,14.373.000đ,4.791.000đ
1460,638,308,4,1.212.000đ,303.000đ
1461,697,404,2,48.478.000đ,24.239.000đ
1462,1418,372,3,1.263.000đ,421.000đ
1463,184,307,18,43.110.000đ,2.395.000đ
1464,1141,238,15,6.570.000đ,438.000đ
1465,1993,129,1,4.904.000đ,4.904.000đ
1466,883,191,18,12.114.000đ,673.000đ
1467,1822,150,1,86.000đ,86.000đ
1468,1794,237,16,31.792.000đ,1.987.000đ
1469,756,217,19,24.662.000đ,1.298.000đ
1470,2798,188,12,10.164.000đ,847.000đ
1471,1269,306,5,1.130.000đ,226.000đ
1472,748,353,17,26.384.000đ,1.552.000đ
1473,879,285,10,38.200.000đ,3.820.000đ
1474,2475,161,13,29.991.000đ,2.307.000đ
1475,1678,248,19,1.539.000đ,81.000đ
1476,512,223,5,915.000đ,183.000đ
1477,1539,229,12,52.272.000đ,4.356.000đ
1478,554,65,15,3.825.000đ,255.000đ
1479,1005,595,4,9.436.000đ,2.359.000đ
1480,762,226,16,26.224.000đ,1.639.000đ
1481,1446,102,9,10.998.000đ,1.222.000đ
1482,464,314,19,33.231.000đ,1.749.000đ
1483,577,111,5,1.335.000đ,267.000đ
1484,321,151,8,210.976.000đ,26.372.000đ
1485,69,465,10,1.380.000đ,138.000đ
1486,2658,430,13,4.901.000đ,377.000đ
1487,1417,152,17,60.605.000đ,3.565.000đ
1488,2579,147,8,432.000đ,54.000đ
1489,1282,468,1,14.407.000đ,14.407.000đ
1490,2455,477,7,119.000đ,17.000đ
1491,2238,405,17,2.635.000đ,155.000đ
1492,698,481,11,195.437.000đ,17.767.000đ
1493,1404,38,10,121.010.000đ,12.101.000đ
1494,917,46,4,556.000đ,139.000đ
1495,2880,99,11,127.017.000đ,11.547.000đ
1496,2300,251,9,38.214.000đ,4.246.000đ
1497,2191,395,18,3.276.000đ,182.000đ
1498,286,368,15,3.375.000đ,225.000đ
1499,1308,379,3,183.000đ,61.000đ
1500,2352,565,7,13.972.000đ,1.996.000đ
1501,2410,450,11,13.090.000đ,1.190.000đ
1502,71,71,18,760.860.000đ,42.270.000đ
1503,2717,87,9,81.711.000đ,9.079.000đ
1504,2803,199,3,47.067.000đ,15.689.000đ
1505,2098,359,9,109.908.000đ,12.212.000đ
1506,439,196,7,92.974.000đ,13.282.000đ
1507,1127,46,4,556.000đ,139.000đ
1508,2594,556,3,492.000đ,164.000đ
1509,234,21,7,1.547.000đ,221.000đ
1510,2932,27,4,36.932.000đ,9.233.000đ
1511,252,520,15,15.030.000đ,1.002.000đ
1512,661,223,14,2.562.000đ,183.000đ
1513,2957,11,11,990.000đ,90.000đ
1514,2046,16,13,210.197.000đ,16.169.000đ
1515,738,443,19,68.476.000đ,3.604.000đ
1516,998,125,12,5.616.000đ,468.000đ
1517,847,358,20,664.360.000đ,33.218.000đ
1518,1174,43,11,207.625.000đ,18.875.000đ
1519,2810,331,19,3.553.000đ,187.000đ
1520,535,284,2,428.000đ,214.000đ
1521,1766,79,3,192.000đ,64.000đ
1522,2714,529,18,6.750.000đ,375.000đ
1523,2238,262,5,330.000đ,66.000đ
1524,2852,498,20,4.540.000đ,227.000đ
1525,2880,376,2,17.394.000đ,8.697.000đ
1526,2333,292,9,209.376.000đ,23.264.000đ
1527,2910,371,9,22.644.000đ,2.516.000đ
1528,2738,454,10,14.510.000đ,1.451.000đ
1529,711,498,12,2.724.000đ,227.000đ
1530,2687,431,8,2.392.000đ,299.000đ
1531,954,552,14,78.890.000đ,5.635.000đ
1532,1803,287,6,2.982.000đ,497.000đ
1533,961,189,1,281.000đ,281.000đ
1534,1480,2,17,101.915.000đ,5.995.000đ
1535,659,263,9,1.314.000đ,146.000đ
1536,41,136,11,470.756.000đ,42.796.000đ
1537,812,472,15,14.400.000đ,960.000đ
1538,2515,355,16,25.744.000đ,1.609.000đ
1539,2424,69,4,132.000đ,33.000đ
1540,2398,448,3,1.317.000đ,439.000đ
1541,583,478,16,1.648.000đ,103.000đ
1542,2012,49,17,42.568.000đ,2.504.000đ
1543,490,121,1,410.000đ,410.000đ
1544,178,504,9,150.480.000đ,16.720.000đ
1545,143,327,3,345.000đ,115.000đ
1546,2725,7,5,92.760.000đ,18.552.000đ
1547,1960,84,1,168.000đ,168.000đ
1548,876,202,11,31.559.000đ,2.869.000đ
1549,2865,229,2,8.712.000đ,4.356.000đ
1550,1306,11,4,360.000đ,90.000đ
1551,2344,478,2,206.000đ,103.000đ
1552,2283,243,6,49.368.000đ,8.228.000đ
1553,1724,528,6,1.176.000đ,196.000đ
1554,2203,280,7,20.587.000đ,2.941.000đ
1555,1142,22,15,660.000đ,44.000đ
1556,426,184,16,94.544.000đ,5.909.000đ
1557,2989,26,12,672.000đ,56.000đ
1558,1316,4,10,3.150.000đ,315.000đ
1559,841,206,16,12.512.000đ,782.000đ
1560,1022,216,16,15.968.000đ,998.000đ
1561,950,413,6,654.000đ,109.000đ
1562,1844,259,3,330.000đ,110.000đ
1563,1135,259,8,880.000đ,110.000đ
1564,2078,574,20,580.440.000đ,29.022.000đ
1565,2926,293,15,66.735.000đ,4.449.000đ
1566,1952,441,12,56.352.000đ,4.696.000đ
1567,951,355,17,27.353.000đ,1.609.000đ
1568,1214,34,7,805.000đ,115.000đ
1569,1664,592,6,39.870.000đ,6.645.000đ
1570,1385,6,12,2.256.000đ,188.000đ
1571,1038,344,9,2.655.000đ,295.000đ
1572,400,12,9,45.117.000đ,5.013.000đ
1573,2826,148,20,1.960.000đ,98.000đ
1574,1898,379,16,976.000đ,61.000đ
1575,1282,427,3,684.000đ,228.000đ
1576,1106,123,8,880.000đ,110.000đ
1577,1700,372,1,421.000đ,421.000đ
1578,2589,449,7,357.000đ,51.000đ
1579,1744,454,11,15.961.000đ,1.451.000đ
1580,1582,352,11,255.772.000đ,23.252.000đ
1581,1044,505,1,13.653.000đ,13.653.000đ
1582,852,440,19,1.653.000đ,87.000đ
1583,1292,394,19,35.169.000đ,1.851.000đ
1584,2722,599,13,110.760.000đ,8.520.000đ
1585,419,378,2,368.000đ,184.000đ
1586,7,22,9,396.000đ,44.000đ
1587,2804,392,10,880.000đ,88.000đ
1588,1021,325,13,30.797.000đ,2.369.000đ
1589,2496,368,11,2.475.000đ,225.000đ
1590,178,49,9,22.536.000đ,2.504.000đ
1591,1288,586,20,87.460.000đ,4.373.000đ
1592,805,345,9,189.000đ,21.000đ
1593,138,480,16,70.896.000đ,4.431.000đ
1594,1341,317,17,3.060.000đ,180.000đ
1595,1299,214,15,3.285.000đ,219.000đ
1596,524,459,17,17.408.000đ,1.024.000đ
1597,2340,329,12,152.484.000đ,12.707.000đ
1598,1901,468,18,259.326.000đ,14.407.000đ
1599,1782,219,11,3.245.000đ,295.000đ
1600,1484,457,13,178.737.000đ,13.749.000đ
1601,1243,174,17,816.000đ,48.000đ
1602,1822,97,12,3.144.000đ,262.000đ
1603,695,281,3,3.129.000đ,1.043.000đ
1604,1806,313,13,806.000đ,62.000đ
1605,2132,297,5,1.455.000đ,291.000đ
1606,899,500,5,67.680.000đ,13.536.000đ
1607,771,161,17,39.219.000đ,2.307.000đ
1608,2501,183,18,3.564.000đ,198.000đ
1609,2616,23,6,930.000đ,155.000đ
1610,2340,45,2,230.000đ,115.000đ
1611,181,69,10,330.000đ,33.000đ
1612,229,264,18,8.802.000đ,489.000đ
1613,1760,315,4,9.568.000đ,2.392.000đ
1614,299,342,16,24.736.000đ,1.546.000đ
1615,1404,331,11,2.057.000đ,187.000đ
1616,146,474,7,3.052.000đ,436.000đ
1617,2924,225,16,4.704.000đ,294.000đ
1618,9,450,3,3.570.000đ,1.190.000đ
1619,2609,471,16,25.696.000đ,1.606.000đ
1620,2089,255,4,1.476.000đ,369.000đ
1621,466,434,12,16.908.000đ,1.409.000đ
1622,2318,3,20,95.460.000đ,4.773.000đ
1623,1079,569,17,324.394.000đ,19.082.000đ
1624,1284,411,13,36.972.000đ,2.844.000đ
1625,257,465,11,1.518.000đ,138.000đ
1626,64,136,17,727.532.000đ,42.796.000đ
1627,1471,68,15,200.265.000đ,13.351.000đ
1628,1183,39,18,36.702.000đ,2.039.000đ
1629,1095,127,16,30.304.000đ,1.894.000đ
1630,2530,127,20,37.880.000đ,1.894.000đ
1631,509,83,8,8.248.000đ,1.031.000đ
1632,1821,264,12,5.868.000đ,489.000đ
1633,2950,546,13,2.353.000đ,181.000đ
1634,2150,388,10,172.710.000đ,17.271.000đ
1635,1472,415,19,4.351.000đ,229.000đ
1636,1458,307,9,21.555.000đ,2.395.000đ
1637,30,291,18,2.772.000đ,154.000đ
1638,680,158,14,38.892.000đ,2.778.000đ
1639,736,466,8,139.560.000đ,17.445.000đ
1640,389,228,2,30.056.000đ,15.028.000đ
1641,2105,499,18,823.266.000đ,45.737.000đ
1642,1808,346,18,57.492.000đ,3.194.000đ
1643,1184,525,7,1.722.000đ,246.000đ
1644,714,27,13,120.029.000đ,9.233.000đ
1645,671,370,18,79.902.000đ,4.439.000đ
1646,1460,25,12,5.664.000đ,472.000đ
1647,2579,186,12,59.184.000đ,4.932.000đ
1648,130,408,20,51.980.000đ,2.599.000đ
1649,394,328,4,8.360.000đ,2.090.000đ
1650,20,3,6,28.638.000đ,4.773.000đ
1651,466,386,16,34.432.000đ,2.152.000đ
1652,2255,442,3,741.000đ,247.000đ
1653,2598,252,16,384.672.000đ,24.042.000đ
1654,758,509,4,11.712.000đ,2.928.000đ
1655,485,333,13,21.073.000đ,1.621.000đ
1656,2994,451,9,3.456.000đ,384.000đ
1657,510,433,5,685.000đ,137.000đ
1658,1061,374,18,19.728.000đ,1.096.000đ
1659,2840,138,6,942.000đ,157.000đ
1660,324,408,6,15.594.000đ,2.599.000đ
1661,754,506,18,3.708.000đ,206.000đ
1662,887,202,5,14.345.000đ,2.869.000đ
1663,789,229,20,87.120.000đ,4.356.000đ
1664,1747,323,19,6.289.000đ,331.000đ
1665,502,117,2,96.000đ,48.000đ
1666,1385,24,6,1.938.000đ,323.000đ
1667,1590,96,3,2.931.000đ,977.000đ
1668,550,434,6,8.454.000đ,1.409.000đ
1669,623,351,3,7.017.000đ,2.339.000đ
1670,1722,507,7,497.000đ,71.000đ
1671,974,573,19,2.736.000đ,144.000đ
1672,395,187,14,10.066.000đ,719.000đ
1673,2647,584,12,312.468.000đ,26.039.000đ
1674,2124,406,11,8.558.000đ,778.000đ
1675,1368,566,19,18.829.000đ,991.000đ
1676,407,87,4,36.316.000đ,9.079.000đ
1677,1449,500,16,216.576.000đ,13.536.000đ
1678,2398,24,11,3.553.000đ,323.000đ
1679,2196,150,6,516.000đ,86.000đ
1680,1398,210,3,36.192.000đ,12.064.000đ
1681,2239,399,9,2.250.000đ,250.000đ
1682,2984,218,9,387.000đ,43.000đ
1683,2579,120,18,8.820.000đ,490.000đ
1684,121,175,20,9.920.000đ,496.000đ
1685,2953,33,6,10.014.000đ,1.669.000đ
1686,837,597,17,239.530.000đ,14.090.000đ
1687,1954,236,8,448.000đ,56.000đ
1688,275,387,16,560.000đ,35.000đ
1689,2238,478,5,515.000đ,103.000đ
1690,727,498,3,681.000đ,227.000đ
1691,2986,453,8,436.992.000đ,54.624.000đ
1692,968,34,17,1.955.000đ,115.000đ
1693,789,162,5,13.215.000đ,2.643.000đ
1694,274,172,6,3.132.000đ,522.000đ
1695,149,538,9,22.491.000đ,2.499.000đ
1696,672,424,19,20.748.000đ,1.092.000đ
1697,2553,216,9,8.982.000đ,998.000đ
1698,228,122,20,1.940.000đ,97.000đ
1699,628,575,17,1.717.000đ,101.000đ
1700,266,268,1,3.186.000đ,3.186.000đ
1701,1227,449,13,663.000đ,51.000đ
1702,2971,450,19,22.610.000đ,1.190.000đ
1703,1033,401,10,800.000đ,80.000đ
1704,2361,313,20,1.240.000đ,62.000đ
1705,433,258,7,2.646.000đ,378.000đ
1706,135,454,10,14.510.000đ,1.451.000đ
1707,1797,395,2,364.000đ,182.000đ
1708,2649,338,20,177.240.000đ,8.862.000đ
1709,2330,337,16,1.088.000đ,68.000đ
1710,2357,238,1,438.000đ,438.000đ
1711,1214,491,1,56.000đ,56.000đ
1712,1666,564,8,2.256.000đ,282.000đ
1713,627,403,6,81.444.000đ,13.574.000đ
1714,2929,555,18,66.024.000đ,3.668.000đ
1715,2412,212,17,4.080.000đ,240.000đ
1716,2289,11,4,360.000đ,90.000đ
1717,1777,317,3,540.000đ,180.000đ
1718,1950,474,17,7.412.000đ,436.000đ
1719,1605,171,8,2.488.000đ,311.000đ
1720,2898,109,16,33.344.000đ,2.084.000đ
1721,2478,385,5,140.000đ,28.000đ
1722,2630,63,5,14.945.000đ,2.989.000đ
1723,1074,489,10,4.340.000đ,434.000đ
1724,845,418,9,130.671.000đ,14.519.000đ
1725,810,254,7,115.584.000đ,16.512.000đ
1726,60,448,9,3.951.000đ,439.000đ
1727,2473,316,1,2.662.000đ,2.662.000đ
1728,1866,352,5,116.260.000đ,23.252.000đ
1729,2172,38,10,121.010.000đ,12.101.000đ
1730,2525,423,7,224.000đ,32.000đ
1731,899,457,5,68.745.000đ,13.749.000đ
1732,1251,74,4,312.000đ,78.000đ
1733,1192,272,9,3.312.000đ,368.000đ
1734,2734,281,20,20.860.000đ,1.043.000đ
1735,513,73,11,473.000đ,43.000đ
1736,480,469,14,4.200.000đ,300.000đ
1737,2433,203,19,11.894.000đ,626.000đ
1738,583,543,18,97.956.000đ,5.442.000đ
1739,2106,509,18,52.704.000đ,2.928.000đ
1740,1195,369,6,24.474.000đ,4.079.000đ
1741,2715,27,18,166.194.000đ,9.233.000đ
1742,1541,9,2,77.462.000đ,38.731.000đ
1743,2530,249,3,7.176.000đ,2.392.000đ
1744,892,494,6,166.350.000đ,27.725.000đ
1745,2407,304,20,2.860.000đ,143.000đ
1746,1859,26,9,504.000đ,56.000đ
1747,2007,160,14,3.738.000đ,267.000đ
1748,1290,90,8,119.768.000đ,14.971.000đ
1749,2075,235,4,1.020.000đ,255.000đ
1750,663,217,6,7.788.000đ,1.298.000đ
1751,2691,57,8,417.696.000đ,52.212.000đ
1752,375,8,16,7.008.000đ,438.000đ
1753,244,166,15,1.980.000đ,132.000đ
1754,1624,414,13,1.872.000đ,144.000đ
1755,782,450,6,7.140.000đ,1.190.000đ
1756,574,585,15,47.625.000đ,3.175.000đ
1757,2571,206,10,7.820.000đ,782.000đ
1758,237,494,14,388.150.000đ,27.725.000đ
1759,1083,354,6,1.188.000đ,198.000đ
1760,2116,191,13,8.749.000đ,673.000đ
1761,914,198,1,174.000đ,174.000đ
1762,2388,316,4,10.648.000đ,2.662.000đ
1763,1402,193,8,1.760.000đ,220.000đ
1764,1465,106,18,7.668.000đ,426.000đ
1765,1563,58,12,1.752.000đ,146.000đ
1766,1645,46,6,834.000đ,139.000đ
1767,2190,75,9,8.406.000đ,934.000đ
1768,1139,485,17,46.223.000đ,2.719.000đ
1769,2699,540,12,1.140.000đ,95.000đ
1770,535,351,15,35.085.000đ,2.339.000đ
1771,1110,227,18,23.382.000đ,1.299.000đ
1772,1238,326,7,3.962.000đ,566.000đ
1773,321,447,14,2.254.000đ,161.000đ
1774,535,349,18,70.938.000đ,3.941.000đ
1775,2943,284,9,1.926.000đ,214.000đ
1776,2454,324,2,8.440.000đ,4.220.000đ
1777,158,375,6,10.200.000đ,1.700.000đ
1778,1305,588,1,12.987.000đ,12.987.000đ
1779,1979,600,1,15.531.000đ,15.531.000đ
